"role","perf","area","sex","id","age","salary","vol_leave"
"Ind",1,"Accounting","Female",8889,26.5206365664368,61453.6220753271,0
"Ind",1,"Marketing","Female",9886,22.8060074161432,60470.4654162758,0
"Ind",1,"Sales","Female",6652,25.9244443307331,67837.9615851959,1
"Ind",1,"Marketing","Male",10232,29.6495670388065,56667.081329574,0
"Ind",1,"Marketing","Male",3803,24.3902713129598,54800.1784374282,0
"Ind",1,"Finance","Female",2215,25.6285975880989,54528.8299249552,0
"Ind",2,"Other","Male",4469,24.8197684062936,59532.1993906572,1
"Ind",1,"Other","Female",6004,29.4362541121698,46987.9013266384,0
"Ind",1,"Accounting","Female",10525,25.4677181239699,63035.389705481,0
"Ind",2,"Other","Female",10811,22.7339718389222,52540.1123613602,1
"Ind",1,"Finance","Male",8977,28.156201240864,59593.6474883656,0
"Ind",1,"Sales","Female",8764,27.497771193159,70421.9169587914,0
"Ind",2,"Sales","Male",9867,23.7775123698735,58085.4969619393,1
"Ind",1,"Marketing","Male",11017,27.1210713133693,60811.4632915681,0
"Ind",1,"Accounting","Female",7488,31.2212645816331,66374.1622868217,0
"Ind",1,"Finance","Male",8617,22.5762421811544,64795.2182200196,0
"Ind",1,"Sales","Male",7253,25.0358839850887,59177.4294454442,0
"Ind",1,"Finance","Male",2303,23.0511812617329,69022.0352042201,0
"Ind",1,"Sales","Female",7557,25.3125918477991,63884.2846547074,0
"Ind",1,"Sales","Female",6222,28.4928421005702,57055.5598945364,0
"Ind",1,"Accounting","Male",3428,25.424947736159,46978.8854903194,1
"Ind",1,"Other","Male",1872,26.6089780863263,54710.6611140658,1
"Ind",2,"Other","Female",6490,22.776529836281,58497.373949965,1
"Ind",1,"Sales","Female",6590,24.0161980986253,56765.7717433405,0
"Ind",2,"Sales","Male",2951,23.2811285699698,54120.1295910937,0
"Ind",1,"Sales","Female",1687,30.59183645126,67637.1209625997,1
"Ind",1,"Sales","Female",7974,28.2825066650473,60561.0697068117,0
"Ind",1,"Finance","Male",2836,23.4280113352423,64626.0164536651,0
"Ind",1,"Other","Female",7929,24.5070118373748,57141.3454543659,0
"Ind",1,"Finance","Female",4044,23.438756976871,67550.9440676046,1
"Ind",2,"Finance","Female",10818,26.2979481110799,62346.8902683497,0
"Ind",1,"Finance","Female",10876,23.6518681733315,61791.1420730846,0
"Ind",1,"Marketing","Female",3846,28.3902189198967,63721.7657338864,0
"Ind",1,"Finance","Female",5342,23.4011530895214,55603.4927247867,1
"Ind",1,"Sales","Male",8731,25.2087520608966,55786.4350176275,1
"Ind",1,"Finance","Male",2112,24.3154010175958,54821.226546155,1
"Ind",1,"Sales","Male",4602,25.0465010124955,63758.9907786311,0
"Ind",1,"Other","Male",2007,26.2248048450219,72748.1970671412,0
"Ind",1,"Finance","Female",6631,25.8830642247605,63494.4424617043,0
"Ind",1,"Marketing","Female",1786,28.4331660685401,60069.0293816744,1
"Ind",1,"Sales","Male",5699,24.4246165363391,43571.3442383766,1
"Ind",1,"Sales","Male",2541,22.7253506617811,51793.4775600445,0
"Ind",1,"Other","Male",10799,23.4426986384119,57502.5344054478,0
"Ind",1,"Sales","Female",2783,25.0628119584474,65958.3248105724,1
"Ind",1,"Sales","Male",5987,23.4879301408757,59713.7566855831,0
"Ind",1,"Sales","Female",3051,27.8650501275689,67059.0560415323,0
"Ind",1,"Marketing","Female",5316,25.1164952289296,61412.5924265555,0
"Ind",1,"Other","Male",10437,24.7775880030438,60320.7796052626,0
"Ind",2,"Sales","Male",4799,24.2244881072686,57078.0325903878,1
"Ind",1,"Accounting","Female",1695,25.2441831651614,55653.0844203598,1
"Ind",2,"Other","Female",3646,29.2301057788606,61745.3883748207,0
"Ind",1,"Marketing","Male",2348,23.1681117438887,59693.4243282154,0
"Ind",1,"Sales","Female",4437,29.6946169116417,57782.1174093201,1
"Ind",1,"Marketing","Female",11031,23.7954442808281,61536.9489242262,0
"Ind",1,"Other","Female",10220,22.7944123233946,67738.101475521,1
"Ind",1,"Marketing","Male",1623,23.9604090448066,55089.2330506679,1
"Ind",1,"Marketing","Female",8567,31.6299514521753,61599.6487847388,0
"Ind",1,"Other","Male",3730,32.0327619599045,63345.2500613688,0
"Ind",1,"Accounting","Male",3625,22.966687964913,62170.7519920345,0
"Ind",1,"Sales","Male",10941,29.4531081718134,63832.7998800954,0
"Ind",2,"Sales","Female",8999,29.3827285734361,50339.3292964776,1
"Ind",1,"Accounting","Female",8994,25.6914196628791,57605.3688113308,1
"Ind",2,"Finance","Female",4654,23.4516355149357,65173.7204607461,0
"Ind",1,"Other","Female",4278,24.1639876841198,50276.867303042,1
"Ind",1,"Marketing","Female",7640,27.4474872328998,61030.3591981562,0
"Ind",1,"Marketing","Male",5764,25.2012290874098,64122.9706345721,0
"Ind",1,"Sales","Female",7808,26.5658269023799,66135.5236336406,0
"Ind",1,"Sales","Female",3441,25.656298325604,63729.2029783139,1
"Ind",1,"Marketing","Female",4953,23.2510629627727,56143.7618493469,0
"Ind",1,"Accounting","Female",3865,25.1641344383275,54512.3283522532,1
"Ind",1,"Finance","Female",2414,26.8208277568066,60805.6270473816,0
"Ind",1,"Other","Female",2537,22.7262933708318,52885.2150081791,0
"Ind",1,"Sales","Female",8704,23.1563240646621,64256.6650777207,1
"Ind",1,"Finance","Female",7760,28.2550140177084,54115.1487279392,1
"Ind",1,"Sales","Female",7248,24.6993238558649,54829.6623649288,1
"Ind",1,"Sales","Female",2027,28.4408847689822,61386.1931197993,1
"Ind",1,"Marketing","Male",8161,25.4887812294449,59779.8421836505,0
"Ind",1,"Sales","Male",10964,22.792035680295,67387.1913729861,0
"Ind",1,"Sales","Female",7010,22.8135121096738,60307.7714139434,0
"Ind",1,"Finance","Female",2499,23.9285124348756,57562.6777213631,0
"Ind",1,"Sales","Female",4823,29.4679481572534,65391.3784177056,0
"Ind",1,"Marketing","Male",2014,23.1039844023489,57365.5537711927,0
"Ind",1,"Finance","Female",6675,25.3608162973759,63419.3334766381,1
"Ind",2,"Sales","Male",1918,24.9890281845918,65402.8666336625,0
"Ind",1,"Accounting","Female",5888,24.6085515015619,66295.0304736629,0
"Ind",1,"Finance","Male",4881,24.0926417202251,61255.8064127834,1
"Ind",2,"Finance","Female",6501,28.0389704028954,66927.0818715555,1
"Ind",1,"Marketing","Female",3170,26.0159377355524,65480.5396974094,0
"Ind",1,"Other","Male",4973,23.7101705223147,56899.6264336041,0
"Ind",1,"Other","Male",8500,23.6337721694869,61209.2048583701,0
"Ind",1,"Marketing","Male",2143,30.1371857113865,62436.7431419347,0
"Ind",1,"Accounting","Male",2407,26.9903501544277,55615.5832422103,0
"Ind",1,"Finance","Male",4563,27.7934364843951,70236.6674869589,0
"Ind",1,"Finance","Male",9422,22.9104771289519,66361.2597961899,0
"Ind",2,"Finance","Male",7909,24.6731971903195,51772.3044495098,0
"Ind",1,"Other","Male",2065,25.8503644571479,65071.3808981292,0
"Ind",1,"Marketing","Female",1236,31.3665239298911,55290.6412937536,0
"Ind",1,"Sales","Female",4356,24.719679201921,54979.9553965591,1
"Ind",1,"Other","Male",4496,25.7505443563681,53213.678484335,1
"Ind",1,"Marketing","Male",10657,24.9937631254598,61741.9560672981,0
"Ind",2,"Finance","Female",3358,24.3490119410994,59531.0554306378,0
"Ind",1,"Accounting","Male",7883,24.8598843214003,56825.8132602903,0
"Ind",1,"Sales","Female",9948,29.0240680732504,58325.0680992124,0
"Ind",1,"Marketing","Male",2156,25.3082897597584,58799.4792690579,0
"Ind",1,"Other","Female",2252,33.4217567780115,49470.1606042957,1
"Ind",1,"Accounting","Female",7337,22.2880972671689,71909.2859129218,0
"Ind",2,"Other","Male",7976,26.1974428970369,55907.2542043649,0
"Ind",1,"Sales","Female",6757,39.4909243757041,55226.4709832838,1
"Ind",2,"Finance","Female",7980,24.3178337106885,55879.8118263582,1
"Ind",1,"Other","Male",10219,31.328808469483,54258.3362612612,0
"Ind",2,"Finance","Female",4338,22.9752795139679,57382.5697360065,1
"Ind",1,"Other","Male",7913,32.6361498050802,65483.4824966861,0
"Ind",1,"Other","Male",4632,31.1906984600217,64294.2144786618,0
"Ind",1,"Finance","Male",11052,23.8080259872773,69340.6598184679,0
"Ind",2,"Finance","Female",7259,25.423534041571,58964.6822190496,0
"Ind",1,"Finance","Male",8471,31.4295985842984,59392.6519098756,1
"Ind",1,"Other","Female",8461,29.7625710354115,56856.0929768847,1
"Ind",2,"Other","Female",6462,29.2474971422988,62205.646407189,0
"Ind",2,"Finance","Female",9811,25.9856322005233,55484.6450237631,0
"Ind",1,"Sales","Female",8141,28.4875836217686,65779.4863380859,0
"Ind",2,"Finance","Male",5870,28.3900379980961,58272.8475063374,0
"Ind",1,"Sales","Male",2500,29.6153047719588,52959.7941474161,1
"Ind",1,"Other","Female",6644,25.9738259747355,53521.9072172732,1
"Ind",1,"Marketing","Female",2479,25.3637796724269,56721.2604129465,0
"Ind",1,"Other","Female",9390,25.8765705132081,51554.1396096061,0
"Ind",2,"Other","Female",9750,24.6009833720285,60870.3418883368,0
"Ind",2,"Sales","Male",7628,28.1318096395527,65319.6646648207,1
"Ind",1,"Accounting","Female",4806,23.073926776115,60934.8107570923,0
"Ind",1,"Finance","Female",2955,28.1405731667488,53638.3879295985,0
"Ind",1,"Accounting","Male",10723,34.3868668805997,63340.4514740075,0
"Ind",1,"Marketing","Female",1999,29.2068987983065,58836.6199831355,0
"Ind",1,"Other","Male",3194,22.3341052488503,57951.4373627179,0
"Ind",1,"Sales","Female",7792,24.019468756095,55409.1628334595,1
"Ind",2,"Other","Female",8665,24.7981698348537,62754.1031935936,1
"Ind",1,"Sales","Female",3421,26.0442892971963,64192.4703659924,0
"Ind",1,"Marketing","Female",8561,29.9886409002207,61819.0702168945,0
"Ind",1,"Other","Male",2108,24.9948704095059,54561.3243960316,1
"Ind",1,"Marketing","Female",6743,29.1818061532042,65676.9889505014,0
"Ind",1,"Finance","Male",9471,33.1029184968693,58073.6155915788,0
"Ind",1,"Sales","Female",3789,28.0069074577554,57060.3885403846,1
"Ind",1,"Accounting","Male",1362,23.1704756325574,56052.4378572467,0
"Ind",1,"Marketing","Male",2194,25.4151323979773,63309.548540331,0
"Ind",1,"Finance","Female",8435,24.5853030584226,59869.2655344477,0
"Ind",1,"Sales","Female",6709,23.6046432557933,52050.9489703858,1
"Ind",1,"Other","Female",1808,26.8164515837702,64431.0917022179,1
"Ind",1,"Other","Female",8732,27.5458673051762,55073.9225661606,1
"Ind",1,"Marketing","Female",3471,28.6224890477206,51816.1419107747,1
"Ind",1,"Marketing","Male",4104,28.8544304905121,61231.3098535171,0
"Ind",1,"Accounting","Male",6836,24.6309508403192,49296.4749943676,0
"Ind",1,"Sales","Female",1130,26.2369119264547,64824.1770694323,0
"Ind",1,"Other","Male",5523,26.4413601167418,62648.2914904572,0
"Ind",1,"Marketing","Female",6515,24.6153147022281,54671.5459000968,1
"Ind",1,"Sales","Male",1438,27.6729964075172,69040.0909606902,0
"Ind",1,"Sales","Male",3630,26.2890177763892,60099.9343245131,1
"Ind",1,"Accounting","Female",9088,28.5606880917666,62994.976049151,0
"Ind",1,"Other","Female",9265,24.9387357265153,59435.7099865318,1
"Ind",1,"Finance","Male",3289,26.3514150906647,61230.0298432896,0
"Ind",1,"Other","Female",8865,23.4327958766717,63797.6689872561,1
"Ind",1,"Marketing","Female",9678,26.525975066834,61468.6478132391,0
"Ind",1,"Sales","Female",2035,33.2285201662973,61164.0401471608,0
"Ind",1,"Sales","Male",1809,27.0852669091247,65916.3243930814,1
"Ind",1,"Marketing","Female",4217,23.3626511689676,59030.3399719718,0
"Ind",1,"Other","Female",2639,24.3633718680532,53274.7711779504,1
"Ind",1,"Sales","Male",8736,25.0261245977823,59352.1897188381,1
"Ind",1,"Sales","Female",10982,28.4737134159341,67738.2253522591,0
"Ind",1,"Finance","Female",8203,25.3183472971742,60619.6568370261,0
"Ind",2,"Finance","Male",6037,26.1793011231835,68222.6036267809,0
"Ind",2,"Finance","Female",5126,26.8625538535895,52348.0648544917,0
"Ind",1,"Accounting","Male",10397,24.2304185544559,61449.6383217349,0
"Ind",1,"Sales","Male",2184,23.4543440081497,53914.6803984305,0
"Ind",2,"Sales","Female",5463,24.0333695877776,59512.353578261,1
"Ind",1,"Finance","Female",1538,27.5125497599371,62268.0522436698,0
"Ind",1,"Sales","Female",9289,29.6920687814392,55962.3433147361,0
"Ind",1,"Other","Male",6516,22.082104640122,61468.7707946811,0
"Ind",1,"Accounting","Female",7408,25.7022083425533,57379.5826977637,0
"Ind",1,"Other","Female",3660,25.0070490575861,56619.6590695876,1
"Ind",1,"Sales","Female",2975,24.8732811487122,55306.4632474184,1
"Ind",2,"Sales","Female",8023,27.0813228626383,50663.5735795466,0
"Ind",1,"Finance","Male",2424,25.88149028324,59642.6036763813,0
"Ind",1,"Other","Male",6403,28.7488867841657,57172.8395866225,0
"Ind",1,"Marketing","Male",9645,28.8103355114694,61203.8267860663,0
"Ind",2,"Marketing","Female",3814,32.8191396370785,59928.5062401239,1
"Ind",1,"Other","Male",7730,25.2466073981572,59128.240542789,1
"Ind",1,"Other","Female",1360,24.1385076836159,55255.2588876786,1
"Ind",1,"Sales","Female",5657,26.5002097020024,59420.1204621294,1
"Ind",1,"Sales","Female",9302,23.0707620272431,64815.4548817459,1
"Ind",1,"Accounting","Female",5114,23.9902206830487,65084.3564064217,0
"Ind",2,"Other","Female",7988,25.2518810076832,42168.2215801732,0
"Ind",1,"Accounting","Female",9971,23.4905555090454,66429.1562495433,0
"Ind",1,"Marketing","Female",4365,25.6230762261308,64517.7539816235,1
"Ind",1,"Finance","Male",5402,25.1251406265788,57080.027772073,1
"Ind",1,"Sales","Female",1291,27.2400429124602,69928.365865634,1
"Ind",1,"Marketing","Female",4489,23.7109982714878,60573.7748143517,1
"Ind",1,"Sales","Female",7851,28.304459153529,57912.1829918232,1
"Ind",1,"Finance","Male",7457,28.0846883425528,63953.987457875,0
"Ind",1,"Sales","Male",5974,26.25269472448,62841.5048992525,0
"Ind",1,"Sales","Female",11014,25.8959677568481,56176.8507735333,0
"Ind",1,"Accounting","Female",4516,25.8958857997958,61159.9674488906,0
"Ind",1,"Finance","Male",2605,23.8763105257855,47840.7988652513,0
"Ind",1,"Other","Female",8304,24.2619031598671,63709.7711096344,0
"Ind",1,"Finance","Male",4550,24.7326863788232,59226.8503042184,1
"Ind",1,"Finance","Female",8649,26.1303780615303,56229.3614394483,0
"Ind",1,"Sales","Female",9683,28.4561357046631,51824.8386630638,1
"Ind",1,"Marketing","Female",5918,24.2626713686434,51696.0820972842,1
"Ind",1,"Finance","Male",9048,24.0610432169393,52840.715548876,1
"Ind",1,"Accounting","Female",7437,28.2525450726199,62078.6914249194,0
"Ind",1,"Sales","Male",4772,26.4672793281808,68349.4059127676,0
"Ind",1,"Other","Male",10070,22.6809653512756,68197.7274326659,0
"Ind",1,"Sales","Male",1860,24.7021136410979,62790.2129588539,0
"Ind",1,"Other","Male",8498,24.8948650120785,57902.7152380317,0
"Ind",1,"Accounting","Male",1799,26.9208687190075,63037.5510663657,0
"Ind",1,"Sales","Female",5683,25.3850942381438,58127.2057326639,1
"Ind",1,"Other","Female",5276,27.8822983411429,65514.238354189,1
"Ind",1,"Accounting","Male",5444,29.7002630347115,49233.1330651883,0
"Ind",1,"Sales","Female",8239,31.0225483844945,68862.5279614401,1
"Ind",2,"Finance","Male",9122,24.4117531615113,62552.5994641549,0
"Ind",1,"Sales","Male",2232,25.816033968735,57683.1022577834,0
"Ind",1,"Other","Male",11091,23.7762815458769,60851.0956044484,0
"Ind",1,"Other","Male",7531,35.879469877593,63053.1808789118,0
"Ind",1,"Accounting","Male",9460,28.0490487191128,60962.2166253916,0
"Ind",1,"Other","Male",7048,26.8183902428272,58994.4468969498,0
"Ind",1,"Other","Male",5106,23.028719453701,54804.7966077024,1
"Ind",1,"Other","Female",9296,28.6867489680671,60170.3947086352,0
"Ind",1,"Sales","Male",2238,27.8314532064047,59753.2406020263,0
"Ind",1,"Sales","Female",8611,26.7037590397012,53881.0334049004,1
"Ind",2,"Finance","Male",6341,28.4400046594094,64516.1463252458,0
"Ind",1,"Marketing","Male",5195,22.6219448352317,64160.3471359538,0
"Ind",1,"Marketing","Female",10925,27.0395500427481,68184.2971217173,0
"Ind",1,"Finance","Male",9679,30.9948074357869,65070.9044785226,0
"Ind",1,"Finance","Male",5068,24.1058124775528,69066.6385924537,0
"Ind",1,"Other","Male",9491,22.3528722605702,56677.1632756135,0
"Ind",1,"Finance","Male",1911,25.6536893708386,58357.5444160383,1
"Ind",1,"Marketing","Male",2285,23.2158155113749,54806.2048892161,1
"Ind",1,"Marketing","Female",7566,24.6129064578198,64033.9889206038,0
"Ind",1,"Marketing","Male",3746,24.7497564127054,55822.9156818653,0
"Ind",1,"Marketing","Female",10120,32.4267023068809,65516.7970875343,1
"Ind",1,"Other","Male",8035,28.9312865802701,62686.9219115985,0
"Ind",1,"Other","Female",5632,24.1029344204373,59876.6633976946,0
"Ind",1,"Marketing","Female",2105,24.8655797011381,63664.9081445846,0
"Ind",1,"Marketing","Male",1199,22.5365667656895,64825.7893198002,0
"Ind",1,"Finance","Male",7509,28.6037191349598,60651.9982702598,0
"Ind",1,"Accounting","Male",2193,22.6242557693451,59774.3232221231,0
"Ind",1,"Marketing","Male",8855,23.2602593660583,58607.8656104333,1
"Ind",1,"Marketing","Male",2297,27.1148640146358,60723.5440304349,0
"Ind",1,"Finance","Male",6295,26.0096475245917,59056.3111082952,1
"Ind",1,"Marketing","Female",2196,24.5862617170423,68320.9029547453,0
"Ind",1,"Sales","Female",2076,23.4039543006763,58854.1753076375,1
"Ind",1,"Marketing","Female",8434,25.0139018685451,54639.0163935114,1
"Ind",1,"Sales","Female",1881,30.0951116415603,58455.897173328,1
"Ind",2,"Sales","Male",4636,31.6317819937963,64187.5473471551,0
"Ind",1,"Sales","Female",3780,24.5762020394899,61830.7712544953,0
"Ind",1,"Other","Male",3945,23.8712408473437,66095.5128248642,0
"Ind",1,"Sales","Female",6819,27.5515574662273,59232.6348453779,0
"Ind",1,"Sales","Female",5897,26.3794996160663,59896.4850102976,0
"Ind",1,"Sales","Female",10100,31.2236069470817,65149.9245569541,1
"Ind",1,"Accounting","Female",6394,24.9342397182381,59793.3269909324,1
"Ind",1,"Accounting","Female",1293,22.9430415189964,62132.738824509,0
"Ind",1,"Marketing","Male",2310,36.9040598639541,61310.9987452336,0
"Ind",1,"Accounting","Female",1376,25.8118061314884,64353.0758586738,0
"Ind",1,"Finance","Female",8674,23.6372283672394,59232.3914380513,0
"Ind",1,"Accounting","Male",5449,22.3494161308,57443.1058387445,0
"Ind",1,"Marketing","Female",8687,23.1854962421412,62988.3125147268,1
"Ind",1,"Accounting","Male",9259,28.2103510931759,50520.9130877178,1
