"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","SalesRating","RandNum","HireSource"
"120",43,0,"Travel_Frequently",394,"Sales",26,2,"Life Sciences",158,3,"Male",92,3,4,"Manager",4,16959,19494,1,"Yes",12,3,4,80,2,25,3,4,25,12,4,12,1.28103245490775,NA,NA
"121",30,0,"Travel_Frequently",1312,"Research & Development",23,3,"Life Sciences",159,1,"Male",96,1,1,"Research Scientist",3,2613,22310,1,"No",25,3,3,80,3,10,2,2,10,7,0,9,NA,NA,NA
"122",33,0,"Non-Travel",750,"Sales",22,2,"Marketing",160,3,"Male",95,3,2,"Sales Executive",2,6146,15480,0,"No",13,3,1,80,1,8,2,4,7,7,0,7,1.8827515179379,NA,NA
"123",56,1,"Travel_Rarely",441,"Research & Development",14,4,"Life Sciences",161,2,"Female",72,3,1,"Research Scientist",2,4963,4510,9,"Yes",18,3,1,80,3,7,2,3,5,4,4,3,NA,0.592905455967411,"Campus"
"124",51,0,"Travel_Rarely",684,"Research & Development",6,3,"Life Sciences",162,1,"Male",51,3,5,"Research Director",3,19537,6462,7,"No",13,2,3,80,0,23,5,3,20,18,15,15,NA,NA,NA
"125",31,1,"Travel_Rarely",249,"Sales",6,4,"Life Sciences",163,2,"Male",76,1,2,"Sales Executive",3,6172,20739,4,"Yes",18,3,2,80,0,12,3,2,7,7,7,7,0.0775773521331384,NA,NA
"126",26,0,"Travel_Rarely",841,"Research & Development",6,3,"Other",164,3,"Female",46,2,1,"Research Scientist",2,2368,23300,1,"No",19,2,3,80,0,5,3,2,5,4,4,3,NA,0.948085828917101,"Referral"
"127",58,1,"Travel_Rarely",147,"Research & Development",23,4,"Medical",165,4,"Female",94,3,3,"Healthcare Representative",4,10312,3465,1,"No",12,3,4,80,1,40,3,2,40,10,15,6,NA,NA,NA
"128",19,1,"Travel_Rarely",528,"Sales",22,1,"Marketing",167,4,"Male",50,3,1,"Sales Representative",3,1675,26820,1,"Yes",19,2,4,80,0,0,2,2,0,0,0,0,0.843784331990418,0.461925081675872,"Applied Online"
"129",22,0,"Travel_Rarely",594,"Research & Development",2,1,"Technical Degree",169,3,"Male",100,3,1,"Laboratory Technician",4,2523,19299,0,"No",14,3,3,80,1,3,2,3,2,1,2,1,NA,0.838493702933192,"Referral"
"130",49,0,"Travel_Rarely",470,"Research & Development",20,4,"Medical",170,3,"Female",96,3,2,"Manufacturing Director",1,6567,5549,1,"No",14,2,3,80,0,16,2,2,15,11,5,11,NA,NA,NA
"131",43,0,"Travel_Frequently",957,"Research & Development",28,3,"Medical",171,2,"Female",72,4,1,"Research Scientist",3,4739,16090,4,"No",12,4,4,80,0,18,2,3,3,2,1,2,NA,0.544882188783959,"Campus"
"132",50,0,"Travel_Frequently",809,"Sales",12,3,"Marketing",174,3,"Female",77,3,3,"Sales Executive",4,9208,6645,4,"No",11,3,4,80,0,16,3,3,2,2,2,1,1.4064297102425,0.0494371189270169,"Applied Online"
"133",31,1,"Travel_Rarely",542,"Sales",20,3,"Life Sciences",175,2,"Female",71,1,2,"Sales Executive",3,4559,24788,3,"Yes",11,2,3,80,1,4,2,3,2,2,2,2,0.512394781172976,0.0681055490858853,"Applied Online"
"134",41,0,"Travel_Rarely",802,"Sales",9,1,"Life Sciences",176,3,"Male",96,3,3,"Sales Executive",3,8189,21196,3,"Yes",13,2,3,80,1,12,2,3,9,7,0,7,1.69774768835036,NA,NA
"135",26,0,"Travel_Rarely",1355,"Human Resources",25,1,"Life Sciences",177,3,"Female",61,3,1,"Human Resources",3,2942,8916,1,"No",23,3,4,80,1,8,3,3,8,7,5,7,NA,NA,NA
"136",36,0,"Travel_Rarely",216,"Research & Development",6,2,"Medical",178,2,"Male",84,3,2,"Manufacturing Director",2,4941,2819,6,"No",20,2,4,80,2,7,0,3,3,2,0,1,NA,0.2530071742367,"Applied Online"
"137",51,1,"Travel_Frequently",1150,"Research & Development",8,4,"Life Sciences",179,1,"Male",53,1,3,"Manufacturing Director",4,10650,25150,2,"No",15,3,4,80,0,18,2,3,4,2,0,3,NA,0.913455344736576,"Referral"
"138",39,0,"Travel_Rarely",1329,"Sales",4,4,"Life Sciences",182,4,"Female",47,2,2,"Sales Executive",3,5902,14590,4,"No",14,3,3,80,1,17,1,4,15,11,5,9,2.36807774303163,NA,NA
"139",25,0,"Travel_Rarely",959,"Sales",28,3,"Life Sciences",183,1,"Male",41,2,2,"Sales Executive",3,8639,24835,2,"No",18,3,4,80,0,6,3,3,2,2,2,2,1.29459231715446,0.852042983751744,"Search Firm"
"140",30,0,"Travel_Rarely",1240,"Human Resources",9,3,"Human Resources",184,3,"Male",48,3,2,"Human Resources",4,6347,13982,0,"Yes",19,3,4,80,0,12,2,1,11,9,4,7,NA,NA,NA
"141",32,1,"Travel_Rarely",1033,"Research & Development",9,3,"Medical",190,1,"Female",41,3,1,"Laboratory Technician",1,4200,10224,7,"No",22,2,1,80,0,10,2,4,5,4,0,4,NA,0.592480912338942,"Campus"
"142",45,0,"Travel_Rarely",1316,"Research & Development",29,3,"Medical",192,3,"Male",83,3,1,"Research Scientist",4,3452,9752,5,"No",13,2,2,80,0,9,2,2,6,5,0,3,NA,0.339614828815684,"Applied Online"
"143",38,0,"Travel_Rarely",364,"Research & Development",3,5,"Technical Degree",193,4,"Female",32,3,2,"Research Scientist",3,4317,2302,3,"Yes",20,2,2,80,0,19,2,3,3,2,2,2,NA,0.00534890196286142,"Applied Online"
"144",30,0,"Travel_Rarely",438,"Research & Development",18,3,"Life Sciences",194,1,"Female",75,3,1,"Research Scientist",3,2632,23910,1,"No",14,4,3,80,0,5,4,2,5,4,0,4,NA,0.837841640226543,"Search Firm"
"145",32,0,"Travel_Frequently",689,"Sales",9,2,"Medical",195,4,"Male",35,1,2,"Sales Executive",4,4668,22812,0,"No",17,3,4,80,3,9,2,4,8,7,0,7,1.99802318100055,NA,NA
"146",30,0,"Travel_Rarely",201,"Research & Development",5,3,"Technical Degree",197,4,"Female",84,3,1,"Research Scientist",1,3204,10415,5,"No",14,4,4,80,1,8,3,3,3,2,2,2,NA,0.313908137846738,"Applied Online"
"147",30,0,"Travel_Rarely",1427,"Research & Development",2,1,"Medical",198,2,"Male",35,2,1,"Laboratory Technician",4,2720,11162,0,"No",13,3,4,80,0,6,3,3,5,3,1,2,NA,0.254764709388837,"Applied Online"
"148",41,0,"Travel_Frequently",857,"Research & Development",10,3,"Life Sciences",199,4,"Male",91,2,4,"Manager",1,17181,12888,4,"No",13,3,2,80,1,21,2,2,7,6,7,7,NA,NA,NA
"149",41,0,"Travel_Rarely",933,"Research & Development",9,4,"Life Sciences",200,3,"Male",94,3,1,"Laboratory Technician",1,2238,6961,2,"No",21,4,4,80,1,7,2,3,5,0,1,4,NA,0.64458186365664,"Campus"
"150",19,0,"Travel_Rarely",1181,"Research & Development",3,1,"Medical",201,2,"Female",79,3,1,"Laboratory Technician",2,1483,16102,1,"No",14,3,4,80,0,1,3,3,1,0,0,0,NA,0.843100138474256,"Referral"
"151",40,0,"Travel_Frequently",1395,"Research & Development",26,3,"Medical",202,2,"Female",54,3,2,"Research Scientist",2,5605,8504,1,"No",11,3,1,80,1,20,2,3,20,7,2,13,NA,NA,NA
"152",35,0,"Travel_Rarely",662,"Sales",1,5,"Marketing",204,3,"Male",94,3,3,"Sales Executive",2,7295,11439,1,"No",13,3,1,80,2,10,3,3,10,8,0,6,0.612543225720277,NA,NA
"153",53,0,"Travel_Rarely",1436,"Sales",6,2,"Marketing",205,2,"Male",34,3,2,"Sales Representative",3,2306,16047,2,"Yes",20,4,4,80,1,13,3,1,7,7,4,5,1.37436373122099,NA,NA
"154",45,0,"Travel_Rarely",194,"Research & Development",9,3,"Life Sciences",206,2,"Male",60,3,2,"Laboratory Technician",2,2348,10901,8,"No",18,2,3,80,1,20,2,1,17,9,0,15,NA,NA,NA
"155",32,0,"Travel_Frequently",967,"Sales",8,3,"Marketing",207,2,"Female",43,3,3,"Sales Executive",4,8998,15589,1,"No",14,2,4,80,0,9,2,3,9,8,3,7,1.83625023861183,NA,NA
"156",29,0,"Non-Travel",1496,"Research & Development",1,1,"Technical Degree",208,4,"Male",41,3,2,"Manufacturing Director",3,4319,26283,1,"No",13,2,1,80,1,10,1,3,10,7,0,9,NA,NA,NA
"157",51,0,"Travel_Rarely",1169,"Research & Development",7,4,"Medical",211,2,"Male",34,2,2,"Manufacturing Director",3,6132,13983,2,"No",17,3,3,80,0,10,2,3,1,0,0,0,NA,0.000835278071463108,"Applied Online"
"158",58,0,"Travel_Rarely",1145,"Research & Development",9,3,"Medical",214,2,"Female",75,2,1,"Research Scientist",2,3346,11873,4,"Yes",20,4,2,80,1,9,3,2,1,0,0,0,NA,0.413801438407972,"Referral"
"159",40,0,"Travel_Rarely",630,"Sales",4,4,"Marketing",215,3,"Male",67,2,3,"Sales Executive",4,10855,8552,7,"No",11,2,1,80,1,15,2,2,12,11,2,11,2.48320377414123,NA,NA
"160",34,0,"Travel_Frequently",303,"Sales",2,4,"Marketing",216,3,"Female",75,3,1,"Sales Representative",3,2231,11314,6,"No",18,2,4,80,1,6,3,3,4,3,1,2,1.40137164756656,0.42514494410716,"Referral"
"161",22,0,"Travel_Rarely",1256,"Research & Development",19,1,"Medical",217,3,"Male",80,3,1,"Research Scientist",4,2323,11992,1,"No",24,3,1,80,2,2,6,3,2,2,2,2,NA,0.956879595760256,"Referral"
"162",27,0,"Non-Travel",691,"Research & Development",9,3,"Medical",218,4,"Male",57,3,1,"Research Scientist",2,2024,5970,6,"No",18,3,4,80,1,6,1,1,2,2,2,2,NA,0.768711665645242,"Campus"
"163",28,0,"Travel_Rarely",440,"Research & Development",21,3,"Medical",221,3,"Male",42,3,1,"Research Scientist",4,2713,6672,1,"No",11,3,3,80,1,5,2,1,5,2,0,2,NA,0.333199633285403,"Applied Online"
"164",57,0,"Travel_Rarely",334,"Research & Development",24,2,"Life Sciences",223,3,"Male",83,4,3,"Healthcare Representative",4,9439,23402,3,"Yes",16,2,2,80,1,12,2,1,5,3,1,4,NA,0.743999695871025,"Campus"
"165",27,0,"Non-Travel",1450,"Research & Development",3,3,"Medical",224,3,"Male",79,2,1,"Research Scientist",3,2566,25326,1,"Yes",15,3,4,80,1,1,2,2,1,1,0,1,NA,0.588129779556766,"Campus"
"166",50,0,"Travel_Rarely",1452,"Research & Development",11,3,"Life Sciences",226,3,"Female",53,3,5,"Manager",2,19926,17053,3,"No",15,2,2,80,0,21,5,3,5,4,4,4,NA,0.0103417944628745,"Applied Online"
"167",41,0,"Travel_Rarely",465,"Research & Development",14,3,"Life Sciences",227,1,"Male",56,3,1,"Research Scientist",3,2451,4609,4,"No",12,3,1,80,1,13,2,3,9,8,1,8,NA,NA,NA
"168",30,0,"Travel_Rarely",1339,"Sales",5,3,"Life Sciences",228,2,"Female",41,3,3,"Sales Executive",4,9419,8053,2,"No",12,2,3,80,1,12,2,3,10,9,7,4,0.998780174229466,NA,NA
"169",38,0,"Travel_Rarely",702,"Sales",1,4,"Life Sciences",230,1,"Female",59,2,2,"Sales Executive",4,8686,12930,4,"No",22,3,3,80,0,12,2,4,8,3,0,7,1.37524339899777,NA,NA
"170",32,0,"Travel_Rarely",120,"Research & Development",6,5,"Life Sciences",231,3,"Male",43,3,1,"Research Scientist",3,3038,12430,3,"No",20,2,1,80,0,8,2,3,5,4,1,4,NA,0.879200250608847,"Campus"
"171",27,0,"Travel_Rarely",1157,"Research & Development",17,3,"Technical Degree",233,3,"Male",51,3,1,"Research Scientist",2,3058,13364,0,"Yes",16,2,4,80,1,6,3,2,5,2,1,1,NA,0.456986932083964,"Referral"
"172",19,1,"Travel_Frequently",602,"Sales",1,1,"Technical Degree",235,3,"Female",100,1,1,"Sales Representative",1,2325,20989,0,"No",21,3,1,80,0,1,5,4,0,0,0,0,0.595860117515627,0.843449699925259,"Referral"
"173",36,0,"Travel_Frequently",1480,"Research & Development",3,2,"Medical",238,4,"Male",30,3,1,"Laboratory Technician",2,2088,15062,4,"No",12,3,3,80,0,13,3,2,8,7,7,2,NA,NA,NA
"174",30,0,"Non-Travel",111,"Research & Development",9,3,"Medical",239,3,"Male",66,3,2,"Laboratory Technician",1,3072,11012,1,"No",11,4,3,80,2,12,4,3,12,9,6,10,NA,NA,NA
"175",45,0,"Travel_Rarely",1268,"Sales",4,2,"Life Sciences",240,3,"Female",30,3,2,"Sales Executive",1,5006,6319,4,"Yes",11,3,1,80,1,9,3,4,5,4,0,3,0.690769357231957,0.0450120964087546,"Applied Online"
"176",56,0,"Travel_Rarely",713,"Research & Development",8,3,"Life Sciences",241,3,"Female",67,3,1,"Research Scientist",1,4257,13939,4,"Yes",18,4,3,80,1,19,3,3,2,2,2,2,NA,0.797492118319497,"Campus"
"177",33,0,"Travel_Rarely",134,"Research & Development",2,3,"Life Sciences",242,3,"Male",90,3,1,"Research Scientist",4,2500,10515,0,"No",14,3,1,80,0,4,2,4,3,1,0,2,NA,0.927632718114182,"Referral"
"178",19,1,"Travel_Rarely",303,"Research & Development",2,3,"Life Sciences",243,2,"Male",47,2,1,"Laboratory Technician",4,1102,9241,1,"No",22,3,3,80,0,1,3,2,1,0,1,0,NA,0.13726297696121,"Applied Online"
"179",46,0,"Travel_Rarely",526,"Sales",1,2,"Marketing",244,2,"Female",92,3,3,"Sales Executive",1,10453,2137,1,"No",25,3,3,80,3,24,2,3,24,13,15,7,0.836792612959586,NA,NA
"180",38,0,"Travel_Rarely",1380,"Research & Development",9,2,"Life Sciences",245,3,"Female",75,3,1,"Laboratory Technician",4,2288,6319,1,"No",12,3,3,80,0,2,3,3,2,2,2,1,NA,0.507415869506076,"Campus"
"181",31,0,"Travel_Rarely",140,"Research & Development",12,1,"Medical",246,3,"Female",95,3,1,"Research Scientist",4,3929,6984,8,"Yes",23,3,3,80,1,7,0,3,4,2,0,2,NA,0.573154180776328,"Applied Online"
"182",34,0,"Travel_Rarely",629,"Research & Development",27,2,"Medical",247,4,"Female",95,3,1,"Research Scientist",2,2311,5711,2,"No",15,3,4,80,0,9,3,3,3,2,1,2,NA,0.21984969987534,"Applied Online"
"183",41,1,"Travel_Rarely",1356,"Sales",20,2,"Marketing",248,2,"Female",70,3,1,"Sales Representative",2,3140,21728,1,"Yes",22,2,4,80,0,4,5,2,4,3,0,2,1.59305402252512,0.240904011297971,"Applied Online"
"184",50,0,"Travel_Rarely",328,"Research & Development",1,3,"Medical",249,3,"Male",86,2,1,"Laboratory Technician",3,3690,3425,2,"No",15,3,4,80,1,5,2,2,3,2,0,2,NA,0.564670979278162,"Campus"
"185",53,0,"Travel_Rarely",1084,"Research & Development",13,2,"Medical",250,4,"Female",57,4,2,"Manufacturing Director",1,4450,26250,1,"No",11,3,3,80,2,5,3,3,4,2,1,3,NA,0.906415548408404,"Referral"
"186",33,0,"Travel_Rarely",931,"Research & Development",14,3,"Medical",252,4,"Female",72,3,1,"Research Scientist",2,2756,4673,1,"No",13,4,4,80,1,8,5,3,8,7,1,6,NA,NA,NA
"187",40,0,"Travel_Rarely",989,"Research & Development",4,1,"Medical",253,4,"Female",46,3,5,"Manager",3,19033,6499,1,"No",14,3,2,80,1,21,2,3,20,8,9,9,NA,NA,NA
"188",55,0,"Travel_Rarely",692,"Research & Development",14,4,"Medical",254,3,"Male",61,4,5,"Research Director",2,18722,13339,8,"No",11,3,4,80,0,36,3,3,24,15,2,15,NA,NA,NA
"189",34,0,"Travel_Frequently",1069,"Research & Development",2,1,"Life Sciences",256,4,"Male",45,2,2,"Manufacturing Director",3,9547,14074,1,"No",17,3,3,80,0,10,2,2,10,9,1,9,NA,NA,NA
"190",51,0,"Travel_Rarely",313,"Research & Development",3,3,"Medical",258,4,"Female",98,3,4,"Healthcare Representative",2,13734,7192,3,"No",18,3,3,80,0,21,6,3,7,7,1,0,NA,NA,NA
"191",52,0,"Travel_Rarely",699,"Research & Development",1,4,"Life Sciences",259,3,"Male",65,2,5,"Manager",3,19999,5678,0,"No",14,3,1,80,1,34,5,3,33,18,11,9,NA,NA,NA
"192",27,0,"Travel_Rarely",894,"Research & Development",9,3,"Medical",260,4,"Female",99,3,1,"Research Scientist",2,2279,11781,1,"No",16,3,4,80,0,7,2,2,7,7,0,3,NA,NA,NA
"193",35,1,"Travel_Rarely",556,"Research & Development",23,2,"Life Sciences",261,2,"Male",50,2,2,"Manufacturing Director",3,5916,15497,3,"Yes",13,2,1,80,0,8,1,3,1,0,0,1,NA,0.697450954001397,"Campus"
"194",43,0,"Non-Travel",1344,"Research & Development",7,3,"Medical",262,4,"Male",37,4,1,"Research Scientist",4,2089,5228,4,"No",14,2,4,80,3,7,3,4,5,4,2,2,NA,0.977472155354917,"Referral"
"195",45,0,"Non-Travel",1195,"Research & Development",2,2,"Medical",264,1,"Male",65,2,4,"Manager",4,16792,20462,9,"No",23,2,4,80,1,22,1,3,20,8,11,8,NA,NA,NA
"196",37,0,"Travel_Rarely",290,"Research & Development",21,3,"Life Sciences",267,2,"Male",65,4,1,"Research Scientist",1,3564,22977,1,"Yes",12,3,1,80,1,8,3,2,8,7,1,7,NA,NA,NA
"197",35,0,"Travel_Frequently",138,"Research & Development",2,3,"Medical",269,2,"Female",37,3,2,"Laboratory Technician",2,4425,15986,5,"No",11,2,4,80,0,10,5,3,6,2,1,2,NA,0.508185071405023,"Campus"
"198",42,0,"Non-Travel",926,"Research & Development",21,2,"Medical",270,3,"Female",36,3,2,"Manufacturing Director",3,5265,16439,2,"No",16,2,2,80,1,11,5,3,5,3,0,2,NA,0.263372379122302,"Applied Online"
"199",38,0,"Travel_Rarely",1261,"Research & Development",2,4,"Life Sciences",271,4,"Male",88,3,2,"Manufacturing Director",3,6553,7259,9,"No",14,2,2,80,0,14,3,3,1,0,0,0,NA,0.718804787844419,"Campus"
"200",38,0,"Travel_Rarely",1084,"Research & Development",29,3,"Technical Degree",273,4,"Male",54,3,2,"Manufacturing Director",4,6261,4185,3,"No",18,2,1,80,1,9,3,1,7,7,1,7,NA,NA,NA
"201",27,0,"Travel_Frequently",472,"Research & Development",1,1,"Technical Degree",274,3,"Male",60,2,2,"Manufacturing Director",1,4298,9679,5,"No",19,4,3,80,1,6,1,3,2,2,2,0,NA,0.190939505351707,"Applied Online"
"202",49,0,"Non-Travel",1002,"Research & Development",18,4,"Life Sciences",275,4,"Male",92,3,2,"Manufacturing Director",4,6804,23793,1,"Yes",15,3,1,80,2,7,0,3,7,7,1,7,NA,NA,NA
"203",34,0,"Travel_Frequently",878,"Research & Development",10,4,"Medical",277,4,"Male",43,3,1,"Research Scientist",3,3815,5972,1,"Yes",17,4,4,80,1,5,4,4,5,3,2,0,NA,0.0850779854226857,"Applied Online"
"204",40,0,"Travel_Rarely",905,"Research & Development",19,2,"Medical",281,3,"Male",99,3,2,"Laboratory Technician",4,2741,16523,8,"Yes",15,3,3,80,1,15,2,4,7,2,3,7,NA,NA,NA
"205",38,1,"Travel_Rarely",1180,"Research & Development",29,1,"Medical",282,2,"Male",70,3,2,"Healthcare Representative",1,6673,11354,7,"Yes",19,2,2,80,0,17,2,3,1,0,0,0,NA,0.623733972432092,"Applied Online"
"206",29,1,"Travel_Rarely",121,"Sales",27,3,"Marketing",283,2,"Female",35,3,3,"Sales Executive",4,7639,24525,1,"No",22,3,4,80,3,10,3,2,10,4,1,9,0.0125624719052015,NA,NA
"207",22,0,"Travel_Rarely",1136,"Research & Development",5,3,"Life Sciences",284,4,"Male",60,4,1,"Research Scientist",2,2328,12392,1,"Yes",16,4,1,80,1,4,2,2,4,2,2,2,NA,0.991197988856584,"Referral"
"208",36,0,"Travel_Frequently",635,"Research & Development",18,1,"Medical",286,2,"Female",73,3,1,"Laboratory Technician",4,2153,7703,1,"No",13,2,1,80,0,8,2,3,8,1,1,7,NA,NA,NA
"209",40,0,"Non-Travel",1151,"Research & Development",9,5,"Life Sciences",287,4,"Male",63,2,2,"Healthcare Representative",4,4876,14242,9,"No",14,3,4,80,1,5,5,1,3,2,0,2,NA,0.485339321894571,"Referral"
"210",46,0,"Travel_Rarely",644,"Research & Development",1,4,"Medical",288,4,"Male",97,3,3,"Healthcare Representative",1,9396,12368,7,"No",16,2,3,80,1,17,3,3,4,2,0,3,NA,0.526019311975688,"Campus"
"211",32,1,"Travel_Rarely",1045,"Sales",4,4,"Medical",291,4,"Male",32,1,3,"Sales Executive",4,10400,25812,1,"No",11,3,3,80,0,14,2,2,14,8,9,8,0.515351004186261,NA,NA
"212",30,0,"Non-Travel",829,"Research & Development",1,1,"Life Sciences",292,3,"Male",88,2,3,"Manufacturing Director",3,8474,20925,1,"No",22,4,3,80,0,12,2,3,11,8,5,8,NA,NA,NA
"213",27,0,"Travel_Frequently",1242,"Sales",20,3,"Life Sciences",293,4,"Female",90,3,2,"Sales Executive",3,9981,12916,1,"No",14,3,4,80,0,7,2,3,7,7,0,7,0.722371977109092,NA,NA
"214",51,0,"Travel_Rarely",1469,"Research & Development",8,4,"Life Sciences",296,2,"Male",81,2,3,"Research Director",2,12490,15736,5,"No",16,2,4,80,2,16,5,1,10,9,4,7,NA,NA,NA
"215",30,1,"Travel_Rarely",1005,"Research & Development",3,3,"Technical Degree",297,4,"Female",88,3,1,"Research Scientist",1,2657,8556,5,"Yes",11,3,3,80,0,8,5,3,5,2,0,4,NA,0.648719265591353,"Campus"
"216",41,0,"Travel_Rarely",896,"Sales",6,3,"Life Sciences",298,4,"Female",75,3,3,"Manager",4,13591,14674,3,"Yes",18,2,3,80,0,16,3,3,1,0,0,0,1.7536374336959,0.20133458613418,"Applied Online"
"217",30,1,"Travel_Frequently",334,"Sales",26,4,"Marketing",299,3,"Female",52,2,2,"Sales Executive",1,6696,22967,5,"No",15,3,3,80,0,9,5,2,6,3,0,1,0.854792763868351,0.034534367499873,"Applied Online"
"218",29,1,"Travel_Rarely",992,"Research & Development",1,3,"Technical Degree",300,3,"Male",85,3,1,"Research Scientist",3,2058,19757,0,"No",14,3,4,80,0,7,1,2,6,2,1,5,NA,0.347682350780815,"Applied Online"
"219",45,0,"Non-Travel",1052,"Sales",6,3,"Medical",302,4,"Female",57,2,3,"Sales Executive",4,8865,16840,6,"No",12,3,4,80,0,23,2,3,19,7,12,8,1.43108044923216,NA,NA
"220",54,0,"Travel_Rarely",1147,"Sales",3,3,"Marketing",303,4,"Female",52,3,2,"Sales Executive",1,5940,17011,2,"No",14,2,4,80,1,16,4,3,6,2,0,5,-0.020178622747516,0.690425581531599,"Campus"
"221",36,0,"Travel_Rarely",1396,"Research & Development",5,2,"Life Sciences",304,4,"Male",62,3,2,"Laboratory Technician",2,5914,9945,8,"No",16,3,4,80,0,16,3,4,13,11,3,7,NA,NA,NA
"222",33,0,"Travel_Rarely",147,"Research & Development",4,4,"Medical",305,3,"Female",47,2,1,"Research Scientist",2,2622,13248,6,"No",21,3,4,80,0,7,3,3,3,2,1,1,NA,0.673120202962309,"Campus"
"223",37,0,"Travel_Frequently",663,"Research & Development",11,3,"Other",306,2,"Male",47,3,3,"Research Director",4,12185,10056,1,"Yes",14,3,3,80,3,10,1,3,10,8,0,7,NA,NA,NA
"224",38,0,"Travel_Rarely",119,"Sales",3,3,"Life Sciences",307,1,"Male",76,3,3,"Sales Executive",3,10609,9647,0,"No",12,3,3,80,2,17,6,2,16,10,5,13,2.94274596256547,NA,NA
"225",31,0,"Non-Travel",979,"Research & Development",1,4,"Medical",308,3,"Male",90,1,2,"Manufacturing Director",3,4345,4381,0,"No",12,3,4,80,1,6,2,3,5,4,1,4,NA,0.867718538735062,"Campus"
"226",59,0,"Travel_Rarely",142,"Research & Development",3,3,"Life Sciences",309,3,"Male",70,2,1,"Research Scientist",4,2177,8456,3,"No",17,3,1,80,1,7,6,3,1,0,0,0,NA,0.112418937729672,"Applied Online"
"227",37,0,"Travel_Frequently",319,"Sales",4,4,"Marketing",311,1,"Male",41,3,1,"Sales Representative",4,2793,2539,4,"No",17,3,3,80,1,13,2,3,9,8,5,8,1.33820141787362,NA,NA
"228",29,0,"Travel_Frequently",1413,"Sales",1,1,"Medical",312,2,"Female",42,3,3,"Sales Executive",4,7918,6599,1,"No",14,4,4,80,1,11,5,3,11,10,4,1,1.82791789262126,NA,NA
"229",35,0,"Travel_Frequently",944,"Sales",1,3,"Marketing",314,3,"Female",92,3,3,"Sales Executive",3,8789,9096,1,"No",14,3,1,80,0,10,3,4,10,7,0,8,-0.108427444986903,NA,NA
"230",29,1,"Travel_Rarely",896,"Research & Development",18,1,"Medical",315,3,"Male",86,2,1,"Research Scientist",4,2389,14961,1,"Yes",13,4,3,80,0,4,3,2,4,3,0,1,NA,0.774216169724241,"Applied Online"
"231",52,0,"Travel_Rarely",1323,"Research & Development",2,3,"Life Sciences",316,3,"Female",89,2,1,"Laboratory Technician",4,3212,3300,7,"No",15,3,2,80,0,6,3,2,2,2,2,2,NA,0.515691564651206,"Campus"
"232",42,0,"Travel_Rarely",532,"Research & Development",4,2,"Technical Degree",319,3,"Male",58,3,5,"Manager",4,19232,4933,1,"No",11,2,4,80,0,22,3,3,22,17,11,15,NA,NA,NA
"233",59,0,"Travel_Rarely",818,"Human Resources",6,2,"Medical",321,2,"Male",52,3,1,"Human Resources",3,2267,25657,8,"No",17,3,4,80,0,7,2,2,2,2,2,2,NA,0.117715352214873,"Applied Online"
"234",50,0,"Travel_Rarely",854,"Sales",1,4,"Medical",323,4,"Female",68,3,5,"Manager",4,19517,24118,3,"No",11,3,3,80,1,32,3,2,7,0,0,6,1.28522843031919,NA,NA
"235",33,1,"Travel_Rarely",813,"Research & Development",14,3,"Medical",325,3,"Male",58,3,1,"Laboratory Technician",4,2436,22149,5,"Yes",13,3,3,80,1,8,2,1,5,4,0,4,NA,0.715393164893612,"Campus"
"236",43,0,"Travel_Rarely",1034,"Sales",16,3,"Marketing",327,4,"Female",80,3,4,"Manager",4,16064,7744,5,"Yes",22,3,3,80,1,22,3,3,17,13,1,9,0.0899188114660656,NA,NA
"237",33,1,"Travel_Rarely",465,"Research & Development",2,2,"Life Sciences",328,1,"Female",39,3,1,"Laboratory Technician",1,2707,21509,7,"No",20,2,1,80,0,13,3,4,9,7,1,7,NA,NA,NA
"238",52,0,"Non-Travel",771,"Sales",2,4,"Life Sciences",329,1,"Male",79,2,5,"Manager",3,19068,21030,1,"Yes",18,2,4,80,0,33,2,4,33,7,15,12,-0.710827219774473,NA,NA
"239",32,0,"Travel_Rarely",1401,"Sales",4,2,"Life Sciences",330,3,"Female",56,3,1,"Sales Representative",2,3931,20990,2,"No",11,2,1,80,1,6,5,3,4,3,1,2,1.4369877333424,0.743236080277711,"Campus"
"240",32,1,"Travel_Rarely",515,"Research & Development",1,3,"Life Sciences",331,4,"Male",62,2,1,"Laboratory Technician",3,3730,9571,0,"Yes",14,2,4,80,0,4,2,1,3,2,1,2,NA,0.0053952606394887,"Applied Online"
